batting_team,bowling_team,venue,overs,current_score,wickets,runs_last_5_overs,wickets_last_5_overs,total_score
Chennai Super Kings,Rajasthan Royals,Punjab Cricket Association Stadium,14.0,109,0,41,0,153
Kolkata Knight Riders,Lucknow Super Giants,Sawai Mansingh Stadium,14.2,159,7,65,2,194
Chennai Super Kings,Punjab Kings,Wankhede Stadium,17.3,107,3,50,1,121
Gujarat Titans,Mumbai Indians,Arun Jaitley Stadium,6.5,44,3,28,1,176
Rajasthan Royals,Gujarat Titans,Rajiv Gandhi International Stadium,15.3,169,0,57,0,214
Kolkata Knight Riders,Gujarat Titans,Wankhede Stadium,5.8,56,1,27,1,217
Delhi Capitals,Gujarat Titans,Punjab Cricket Association Stadium,18.9,219,3,53,1,228
Punjab Kings,Delhi Capitals,Narendra Modi Stadium,13.2,145,3,67,0,195
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,14.5,116,1,35,0,178
Punjab Kings,Lucknow Super Giants,Rajiv Gandhi International Stadium,12.3,82,1,65,1,167
Royal Challengers Bangalore,Sunrisers Hyderabad,Punjab Cricket Association Stadium,8.7,48,0,52,0,150
Sunrisers Hyderabad,Lucknow Super Giants,Punjab Cricket Association Stadium,16.9,113,4,42,0,142
Delhi Capitals,Gujarat Titans,Arun Jaitley Stadium,18.0,214,3,62,0,226
Mumbai Indians,Gujarat Titans,Rajiv Gandhi International Stadium,9.6,100,3,36,2,188
Kolkata Knight Riders,Rajasthan Royals,Rajiv Gandhi International Stadium,5.5,47,1,46,1,154
Chennai Super Kings,Kolkata Knight Riders,Sawai Mansingh Stadium,18.1,172,2,41,0,184
Chennai Super Kings,Gujarat Titans,M Chinnaswamy Stadium,11.4,108,1,56,1,182
Punjab Kings,Sunrisers Hyderabad,Punjab Cricket Association Stadium,17.9,159,3,48,1,172
Lucknow Super Giants,Rajasthan Royals,Eden Gardens,14.6,152,4,61,0,197
Gujarat Titans,Punjab Kings,Eden Gardens,7.6,38,1,29,0,170
Gujarat Titans,Lucknow Super Giants,Sawai Mansingh Stadium,16.2,173,4,57,0,206
Gujarat Titans,Sunrisers Hyderabad,M Chinnaswamy Stadium,11.2,65,1,65,1,131
Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,8.2,88,4,56,3,181
Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,18.4,211,1,29,1,222
Kolkata Knight Riders,Mumbai Indians,Punjab Cricket Association Stadium,8.3,76,2,59,1,147
Rajasthan Royals,Delhi Capitals,Eden Gardens,14.3,152,4,52,3,199
Delhi Capitals,Mumbai Indians,M Chinnaswamy Stadium,5.9,33,2,65,1,175
Punjab Kings,Delhi Capitals,Rajiv Gandhi International Stadium,5.7,39,2,39,0,202
Delhi Capitals,Punjab Kings,Wankhede Stadium,14.7,115,0,51,0,183
Sunrisers Hyderabad,Kolkata Knight Riders,Sawai Mansingh Stadium,11.4,80,4,32,0,142
Rajasthan Royals,Delhi Capitals,Wankhede Stadium,15.6,160,1,42,1,194
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,6.9,57,3,55,1,185
Sunrisers Hyderabad,Chennai Super Kings,M Chinnaswamy Stadium,17.0,141,3,30,0,168
Kolkata Knight Riders,Sunrisers Hyderabad,Wankhede Stadium,11.4,100,4,39,2,183
Punjab Kings,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,16.2,97,0,38,0,131
Rajasthan Royals,Royal Challengers Bangalore,MA Chidambaram Stadium,8.1,43,4,25,0,126
Sunrisers Hyderabad,Punjab Kings,MA Chidambaram Stadium,15.3,138,2,41,1,185
Mumbai Indians,Punjab Kings,MA Chidambaram Stadium,13.3,91,2,33,1,135
Kolkata Knight Riders,Punjab Kings,Punjab Cricket Association Stadium,18.5,175,4,66,0,189
Punjab Kings,Chennai Super Kings,MA Chidambaram Stadium,11.6,138,2,47,2,204
Mumbai Indians,Delhi Capitals,Wankhede Stadium,11.1,63,3,68,0,137
Rajasthan Royals,Punjab Kings,Eden Gardens,15.8,163,2,49,1,185
Chennai Super Kings,Gujarat Titans,Narendra Modi Stadium,16.8,167,7,61,1,181
Lucknow Super Giants,Kolkata Knight Riders,MA Chidambaram Stadium,8.9,95,4,27,2,167
Rajasthan Royals,Royal Challengers Bangalore,Narendra Modi Stadium,5.9,55,3,65,0,142
Punjab Kings,Kolkata Knight Riders,Wankhede Stadium,16.8,199,3,33,1,230
Mumbai Indians,Chennai Super Kings,MA Chidambaram Stadium,7.7,66,4,56,1,162
Chennai Super Kings,Punjab Kings,Sawai Mansingh Stadium,13.0,146,2,38,1,211
Kolkata Knight Riders,Royal Challengers Bangalore,Punjab Cricket Association Stadium,13.8,131,1,44,0,169
Sunrisers Hyderabad,Delhi Capitals,MA Chidambaram Stadium,6.3,56,2,34,1,187
Punjab Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,6.8,79,2,55,1,163
Punjab Kings,Lucknow Super Giants,Arun Jaitley Stadium,8.7,58,2,42,0,159
Kolkata Knight Riders,Gujarat Titans,Narendra Modi Stadium,19.3,166,3,68,1,173
Sunrisers Hyderabad,Royal Challengers Bangalore,Wankhede Stadium,18.6,176,0,58,0,188
Gujarat Titans,Royal Challengers Bangalore,M Chinnaswamy Stadium,7.3,63,3,27,3,196
Lucknow Super Giants,Sunrisers Hyderabad,Sawai Mansingh Stadium,18.3,112,4,53,0,124
Gujarat Titans,Royal Challengers Bangalore,M Chinnaswamy Stadium,16.3,109,4,44,2,138
Rajasthan Royals,Sunrisers Hyderabad,Feroz Shah Kotla,6.4,33,2,57,2,165
Kolkata Knight Riders,Lucknow Super Giants,Eden Gardens,9.5,65,3,35,2,123
Delhi Capitals,Gujarat Titans,Punjab Cricket Association Stadium,17.2,99,0,40,0,125
Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,18.2,188,2,67,0,206
Punjab Kings,Lucknow Super Giants,Feroz Shah Kotla,5.5,56,3,47,0,183
Lucknow Super Giants,Royal Challengers Bangalore,M Chinnaswamy Stadium,10.3,74,2,56,1,135
Gujarat Titans,Sunrisers Hyderabad,Sawai Mansingh Stadium,16.0,100,0,52,0,128
Delhi Capitals,Punjab Kings,Feroz Shah Kotla,19.2,135,3,28,2,142
Sunrisers Hyderabad,Delhi Capitals,MA Chidambaram Stadium,11.5,118,1,33,1,201
Punjab Kings,Rajasthan Royals,Narendra Modi Stadium,5.2,51,3,36,1,185
Punjab Kings,Kolkata Knight Riders,Feroz Shah Kotla,15.5,151,1,54,0,195
Lucknow Super Giants,Delhi Capitals,Rajiv Gandhi International Stadium,12.1,93,3,67,2,170
Delhi Capitals,Gujarat Titans,M Chinnaswamy Stadium,9.9,105,3,29,1,207
Mumbai Indians,Kolkata Knight Riders,M Chinnaswamy Stadium,9.0,81,1,43,1,207
Sunrisers Hyderabad,Mumbai Indians,Eden Gardens,5.1,53,2,52,1,153
Mumbai Indians,Rajasthan Royals,Arun Jaitley Stadium,6.0,32,0,34,0,149
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,6.9,62,4,47,0,184
Sunrisers Hyderabad,Royal Challengers Bangalore,Feroz Shah Kotla,16.1,136,3,49,3,169
Punjab Kings,Rajasthan Royals,MA Chidambaram Stadium,16.1,126,4,30,2,155
Mumbai Indians,Gujarat Titans,Narendra Modi Stadium,18.1,205,3,65,0,221
Sunrisers Hyderabad,Kolkata Knight Riders,M Chinnaswamy Stadium,13.8,144,1,56,1,219
Punjab Kings,Chennai Super Kings,Narendra Modi Stadium,13.6,135,6,60,1,187
Rajasthan Royals,Mumbai Indians,Eden Gardens,5.5,40,1,65,0,146
Lucknow Super Giants,Kolkata Knight Riders,Sawai Mansingh Stadium,16.9,117,4,28,0,131
Rajasthan Royals,Gujarat Titans,Arun Jaitley Stadium,12.3,95,2,40,0,166
Lucknow Super Giants,Gujarat Titans,Wankhede Stadium,14.8,159,3,29,1,195
Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,7.1,45,3,55,1,166
Royal Challengers Bangalore,Delhi Capitals,Rajiv Gandhi International Stadium,8.5,83,3,36,0,150
Sunrisers Hyderabad,Rajasthan Royals,Feroz Shah Kotla,9.8,77,7,44,2,114
Rajasthan Royals,Lucknow Super Giants,Punjab Cricket Association Stadium,16.1,145,1,52,0,190
Chennai Super Kings,Punjab Kings,Eden Gardens,6.6,71,1,35,0,201
Kolkata Knight Riders,Lucknow Super Giants,Wankhede Stadium,6.9,55,2,41,2,192
Gujarat Titans,Royal Challengers Bangalore,Punjab Cricket Association Stadium,16.3,184,3,44,1,209
Lucknow Super Giants,Gujarat Titans,Wankhede Stadium,16.5,155,4,58,0,172
Royal Challengers Bangalore,Punjab Kings,MA Chidambaram Stadium,12.6,111,1,67,0,160
Punjab Kings,Royal Challengers Bangalore,MA Chidambaram Stadium,19.4,138,3,68,1,144
Punjab Kings,Rajasthan Royals,M Chinnaswamy Stadium,19.3,110,3,43,0,115
Royal Challengers Bangalore,Lucknow Super Giants,Rajiv Gandhi International Stadium,12.9,81,6,49,0,132
Kolkata Knight Riders,Sunrisers Hyderabad,Punjab Cricket Association Stadium,19.0,142,2,60,1,152
Delhi Capitals,Kolkata Knight Riders,MA Chidambaram Stadium,7.7,91,2,40,2,199
Sunrisers Hyderabad,Chennai Super Kings,Rajiv Gandhi International Stadium,18.5,219,3,63,2,232
Rajasthan Royals,Gujarat Titans,Arun Jaitley Stadium,9.5,101,5,54,2,160
Gujarat Titans,Royal Challengers Bangalore,Sawai Mansingh Stadium,18.2,144,5,65,2,157
Lucknow Super Giants,Gujarat Titans,Feroz Shah Kotla,17.7,110,1,66,1,124
Kolkata Knight Riders,Lucknow Super Giants,Wankhede Stadium,14.5,75,2,25,0,104
Mumbai Indians,Delhi Capitals,Eden Gardens,14.0,124,3,62,1,166
Punjab Kings,Rajasthan Royals,Eden Gardens,12.4,125,3,29,0,183
Chennai Super Kings,Gujarat Titans,MA Chidambaram Stadium,12.2,126,3,42,1,201
Rajasthan Royals,Gujarat Titans,Wankhede Stadium,19.2,177,1,25,1,185
Delhi Capitals,Sunrisers Hyderabad,MA Chidambaram Stadium,16.6,181,3,69,3,205
Sunrisers Hyderabad,Punjab Kings,Eden Gardens,7.7,66,2,30,0,160
Punjab Kings,Kolkata Knight Riders,Wankhede Stadium,10.9,78,2,43,1,164
Delhi Capitals,Lucknow Super Giants,Punjab Cricket Association Stadium,7.1,53,4,31,1,114
Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,9.4,69,1,40,1,197
Gujarat Titans,Rajasthan Royals,M Chinnaswamy Stadium,7.5,72,2,31,0,150
Rajasthan Royals,Punjab Kings,Rajiv Gandhi International Stadium,14.8,117,1,63,0,158
Rajasthan Royals,Mumbai Indians,Wankhede Stadium,6.0,35,6,36,0,123
Delhi Capitals,Gujarat Titans,M Chinnaswamy Stadium,9.6,83,3,62,2,179
Delhi Capitals,Royal Challengers Bangalore,Narendra Modi Stadium,8.3,77,4,34,3,130
Kolkata Knight Riders,Chennai Super Kings,Arun Jaitley Stadium,7.0,38,1,40,0,186
Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi International Stadium,13.9,146,2,44,1,209
Delhi Capitals,Kolkata Knight Riders,Punjab Cricket Association Stadium,18.1,150,4,28,0,160
Rajasthan Royals,Punjab Kings,Rajiv Gandhi International Stadium,7.1,56,2,41,0,171
Sunrisers Hyderabad,Gujarat Titans,M Chinnaswamy Stadium,6.7,68,2,60,0,156
Mumbai Indians,Delhi Capitals,Narendra Modi Stadium,11.8,135,2,28,1,194
Gujarat Titans,Rajasthan Royals,Wankhede Stadium,7.0,51,5,56,1,124
Punjab Kings,Sunrisers Hyderabad,Narendra Modi Stadium,15.7,103,4,68,2,128
Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,12.5,137,1,28,1,189
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,15.1,162,3,69,3,189
Kolkata Knight Riders,Delhi Capitals,Eden Gardens,14.7,172,3,32,2,227
Sunrisers Hyderabad,Gujarat Titans,Wankhede Stadium,12.2,132,1,52,1,219
Royal Challengers Bangalore,Rajasthan Royals,MA Chidambaram Stadium,8.4,65,3,61,0,127
Delhi Capitals,Chennai Super Kings,Eden Gardens,5.3,52,3,61,0,203
Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,8.6,53,1,26,1,117
Delhi Capitals,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,9.3,77,1,51,1,147
Chennai Super Kings,Gujarat Titans,M Chinnaswamy Stadium,12.2,137,2,67,1,192
Royal Challengers Bangalore,Lucknow Super Giants,MA Chidambaram Stadium,18.0,112,3,35,3,132
Royal Challengers Bangalore,Gujarat Titans,Punjab Cricket Association Stadium,18.2,152,3,62,0,164
Chennai Super Kings,Lucknow Super Giants,Rajiv Gandhi International Stadium,15.0,100,6,31,1,141
Chennai Super Kings,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,8.9,58,2,30,2,148
Royal Challengers Bangalore,Rajasthan Royals,Eden Gardens,8.7,57,2,68,1,145
Sunrisers Hyderabad,Rajasthan Royals,MA Chidambaram Stadium,17.5,131,3,46,0,154
Royal Challengers Bangalore,Mumbai Indians,Arun Jaitley Stadium,6.6,54,4,54,3,126
Royal Challengers Bangalore,Sunrisers Hyderabad,Feroz Shah Kotla,10.0,87,3,50,1,166
Delhi Capitals,Chennai Super Kings,Feroz Shah Kotla,10.9,69,4,64,1,154
Chennai Super Kings,Lucknow Super Giants,Eden Gardens,7.2,40,4,38,1,101
Lucknow Super Giants,Kolkata Knight Riders,Eden Gardens,6.3,66,2,54,1,210
Sunrisers Hyderabad,Royal Challengers Bangalore,Feroz Shah Kotla,12.3,143,2,67,1,221
Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,15.5,144,3,51,3,184
Gujarat Titans,Rajasthan Royals,M Chinnaswamy Stadium,19.0,209,1,35,1,215
Royal Challengers Bangalore,Lucknow Super Giants,Rajiv Gandhi International Stadium,9.5,98,4,41,1,147
Punjab Kings,Gujarat Titans,Punjab Cricket Association Stadium,11.4,74,0,46,0,152
Rajasthan Royals,Delhi Capitals,Rajiv Gandhi International Stadium,9.0,83,5,37,1,129
Punjab Kings,Gujarat Titans,Narendra Modi Stadium,17.4,96,5,34,1,111
Kolkata Knight Riders,Delhi Capitals,Rajiv Gandhi International Stadium,18.3,93,1,56,1,108
Kolkata Knight Riders,Punjab Kings,Arun Jaitley Stadium,15.5,146,1,27,0,181
Royal Challengers Bangalore,Gujarat Titans,Punjab Cricket Association Stadium,6.7,53,3,48,3,184
Gujarat Titans,Punjab Kings,Punjab Cricket Association Stadium,12.2,62,4,55,0,107
Punjab Kings,Chennai Super Kings,Arun Jaitley Stadium,16.3,124,0,43,0,163
Kolkata Knight Riders,Delhi Capitals,Rajiv Gandhi International Stadium,7.8,84,2,53,0,184
Delhi Capitals,Sunrisers Hyderabad,M Chinnaswamy Stadium,9.8,109,0,62,0,176
Royal Challengers Bangalore,Punjab Kings,M Chinnaswamy Stadium,7.9,45,2,45,1,133
Mumbai Indians,Delhi Capitals,MA Chidambaram Stadium,18.0,92,2,43,0,103
Mumbai Indians,Lucknow Super Giants,Eden Gardens,6.7,47,3,64,1,187
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,7.6,68,6,29,1,126
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,12.0,137,2,31,2,194
Punjab Kings,Delhi Capitals,M Chinnaswamy Stadium,10.7,114,0,35,0,191
Gujarat Titans,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,17.6,201,4,52,0,220
Sunrisers Hyderabad,Rajasthan Royals,M Chinnaswamy Stadium,15.6,164,2,67,1,192
Royal Challengers Bangalore,Mumbai Indians,Arun Jaitley Stadium,14.6,121,3,49,2,178
Lucknow Super Giants,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,7.3,73,2,32,2,148
Sunrisers Hyderabad,Delhi Capitals,Wankhede Stadium,17.8,149,2,48,1,172
Gujarat Titans,Punjab Kings,Punjab Cricket Association Stadium,9.6,86,2,33,1,180
Gujarat Titans,Punjab Kings,Narendra Modi Stadium,19.1,165,1,62,0,174
Royal Challengers Bangalore,Punjab Kings,Sawai Mansingh Stadium,16.3,138,4,37,2,170
Sunrisers Hyderabad,Gujarat Titans,Rajiv Gandhi International Stadium,12.0,134,3,65,0,196
Chennai Super Kings,Sunrisers Hyderabad,Eden Gardens,6.7,46,1,54,1,186
Gujarat Titans,Kolkata Knight Riders,Punjab Cricket Association Stadium,18.4,103,2,67,1,115
Sunrisers Hyderabad,Lucknow Super Giants,Wankhede Stadium,9.7,67,3,61,2,136
Mumbai Indians,Kolkata Knight Riders,Arun Jaitley Stadium,5.1,58,1,56,0,144
Punjab Kings,Royal Challengers Bangalore,Eden Gardens,12.6,71,3,39,1,114
Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,13.4,107,4,35,2,157
Royal Challengers Bangalore,Lucknow Super Giants,Rajiv Gandhi International Stadium,18.6,137,2,43,0,152
Punjab Kings,Sunrisers Hyderabad,Feroz Shah Kotla,17.3,135,0,45,0,153
Lucknow Super Giants,Delhi Capitals,Rajiv Gandhi International Stadium,10.7,60,1,43,0,154
Punjab Kings,Mumbai Indians,M Chinnaswamy Stadium,6.1,53,3,28,1,157
Delhi Capitals,Gujarat Titans,Feroz Shah Kotla,19.2,206,6,51,0,209
Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,13.2,98,3,44,1,148
Chennai Super Kings,Gujarat Titans,Rajiv Gandhi International Stadium,12.2,134,1,63,1,216
Royal Challengers Bangalore,Rajasthan Royals,Wankhede Stadium,11.9,120,4,29,1,163
Punjab Kings,Sunrisers Hyderabad,Eden Gardens,11.8,66,6,55,3,122
Rajasthan Royals,Royal Challengers Bangalore,Narendra Modi Stadium,13.6,127,2,62,1,170
Royal Challengers Bangalore,Delhi Capitals,Punjab Cricket Association Stadium,5.4,27,3,50,3,119
Chennai Super Kings,Lucknow Super Giants,Wankhede Stadium,5.7,53,5,29,0,114
Punjab Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,16.3,87,1,36,1,131
Kolkata Knight Riders,Sunrisers Hyderabad,Arun Jaitley Stadium,14.1,111,2,54,1,144
Chennai Super Kings,Royal Challengers Bangalore,Eden Gardens,16.4,159,6,55,1,176
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,11.3,73,0,51,0,137
Delhi Capitals,Punjab Kings,Eden Gardens,11.7,113,1,48,1,178
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,14.6,86,3,46,1,114
Punjab Kings,Royal Challengers Bangalore,Punjab Cricket Association Stadium,13.2,144,4,52,2,200
Gujarat Titans,Punjab Kings,M Chinnaswamy Stadium,18.3,209,3,30,1,222
Mumbai Indians,Kolkata Knight Riders,Narendra Modi Stadium,14.4,124,0,27,0,163
Delhi Capitals,Mumbai Indians,Rajiv Gandhi International Stadium,19.4,143,1,53,1,150
Rajasthan Royals,Lucknow Super Giants,Rajiv Gandhi International Stadium,16.6,109,2,61,0,135
Kolkata Knight Riders,Chennai Super Kings,Arun Jaitley Stadium,11.2,92,2,52,0,142
Punjab Kings,Kolkata Knight Riders,Rajiv Gandhi International Stadium,11.2,73,2,50,0,171
Royal Challengers Bangalore,Chennai Super Kings,Sawai Mansingh Stadium,9.9,97,4,69,0,154
Sunrisers Hyderabad,Rajasthan Royals,Wankhede Stadium,16.3,103,6,48,1,126
Mumbai Indians,Chennai Super Kings,Arun Jaitley Stadium,11.0,95,4,61,0,151
Rajasthan Royals,Mumbai Indians,Rajiv Gandhi International Stadium,6.4,35,4,57,2,109
Mumbai Indians,Delhi Capitals,Wankhede Stadium,14.7,113,4,29,1,148
Mumbai Indians,Gujarat Titans,Punjab Cricket Association Stadium,10.7,114,0,38,0,227
Mumbai Indians,Chennai Super Kings,M Chinnaswamy Stadium,7.9,51,3,29,0,163
Punjab Kings,Royal Challengers Bangalore,Feroz Shah Kotla,12.4,101,2,56,1,180
Delhi Capitals,Sunrisers Hyderabad,Narendra Modi Stadium,15.1,77,2,48,0,123
Gujarat Titans,Rajasthan Royals,M Chinnaswamy Stadium,8.9,68,2,34,0,134
Rajasthan Royals,Chennai Super Kings,Eden Gardens,8.0,73,3,68,0,178
Lucknow Super Giants,Kolkata Knight Riders,Sawai Mansingh Stadium,18.2,179,1,26,1,189
Punjab Kings,Mumbai Indians,Rajiv Gandhi International Stadium,16.9,171,1,53,1,190
Mumbai Indians,Rajasthan Royals,Eden Gardens,16.3,99,3,46,1,137
Royal Challengers Bangalore,Lucknow Super Giants,M Chinnaswamy Stadium,8.2,53,0,54,0,153
Rajasthan Royals,Royal Challengers Bangalore,Eden Gardens,7.6,55,2,36,0,175
Gujarat Titans,Punjab Kings,Punjab Cricket Association Stadium,11.8,141,4,48,1,186
Chennai Super Kings,Punjab Kings,Feroz Shah Kotla,8.2,57,0,66,0,184
Delhi Capitals,Lucknow Super Giants,Rajiv Gandhi International Stadium,19.2,147,5,38,0,152
Chennai Super Kings,Kolkata Knight Riders,Punjab Cricket Association Stadium,12.2,82,3,41,2,158
Punjab Kings,Mumbai Indians,Wankhede Stadium,13.7,151,8,65,1,178
Gujarat Titans,Lucknow Super Giants,Sawai Mansingh Stadium,14.9,124,0,31,0,172
Lucknow Super Giants,Delhi Capitals,Punjab Cricket Association Stadium,16.1,165,1,51,1,196
Rajasthan Royals,Sunrisers Hyderabad,Sawai Mansingh Stadium,17.6,204,1,36,0,221
Gujarat Titans,Punjab Kings,Punjab Cricket Association Stadium,12.2,110,2,51,2,162
Royal Challengers Bangalore,Punjab Kings,Eden Gardens,12.5,107,2,56,1,168
Delhi Capitals,Gujarat Titans,Wankhede Stadium,19.2,140,1,55,1,148
Gujarat Titans,Kolkata Knight Riders,MA Chidambaram Stadium,6.4,68,1,34,1,164
Royal Challengers Bangalore,Chennai Super Kings,Feroz Shah Kotla,6.6,62,7,63,1,140
Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,16.5,144,2,40,2,180
Sunrisers Hyderabad,Chennai Super Kings,Punjab Cricket Association Stadium,9.2,87,2,37,0,184
Rajasthan Royals,Lucknow Super Giants,Rajiv Gandhi International Stadium,19.1,223,1,26,1,233
Rajasthan Royals,Delhi Capitals,Punjab Cricket Association Stadium,8.4,57,1,61,1,142
Kolkata Knight Riders,Gujarat Titans,Narendra Modi Stadium,8.3,42,3,59,0,106
Gujarat Titans,Lucknow Super Giants,Rajiv Gandhi International Stadium,11.4,94,3,37,0,150
Delhi Capitals,Mumbai Indians,Feroz Shah Kotla,15.6,104,3,56,1,148
Punjab Kings,Kolkata Knight Riders,Sawai Mansingh Stadium,6.0,69,0,59,0,160
Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,8.5,88,3,55,0,148
Gujarat Titans,Lucknow Super Giants,Arun Jaitley Stadium,14.7,123,0,29,0,186
Gujarat Titans,Lucknow Super Giants,M Chinnaswamy Stadium,9.5,53,3,25,1,147
Gujarat Titans,Rajasthan Royals,Wankhede Stadium,14.1,134,3,30,2,192
Lucknow Super Giants,Kolkata Knight Riders,Eden Gardens,13.5,112,0,42,0,171
Punjab Kings,Chennai Super Kings,Arun Jaitley Stadium,19.4,194,2,68,2,197
Kolkata Knight Riders,Delhi Capitals,Wankhede Stadium,7.7,66,2,25,1,193
Punjab Kings,Rajasthan Royals,Narendra Modi Stadium,10.1,74,0,69,0,140
Lucknow Super Giants,Kolkata Knight Riders,Feroz Shah Kotla,15.1,105,4,37,0,129
Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,19.1,103,3,25,0,109
Chennai Super Kings,Sunrisers Hyderabad,Punjab Cricket Association Stadium,11.6,105,2,61,0,164
Chennai Super Kings,Mumbai Indians,M Chinnaswamy Stadium,16.1,185,2,29,1,210
Lucknow Super Giants,Punjab Kings,Rajiv Gandhi International Stadium,17.9,210,2,61,1,223
Mumbai Indians,Rajasthan Royals,Feroz Shah Kotla,17.5,152,4,55,0,165
Mumbai Indians,Chennai Super Kings,Eden Gardens,16.4,178,2,66,0,215
Chennai Super Kings,Delhi Capitals,Wankhede Stadium,9.1,105,1,59,0,181
Mumbai Indians,Kolkata Knight Riders,Rajiv Gandhi International Stadium,11.7,105,2,26,1,184
Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,14.4,162,1,53,1,218
Delhi Capitals,Rajasthan Royals,Eden Gardens,9.7,58,2,47,1,114
Lucknow Super Giants,Royal Challengers Bangalore,MA Chidambaram Stadium,19.4,194,1,28,1,198
Mumbai Indians,Lucknow Super Giants,M Chinnaswamy Stadium,10.5,96,3,53,0,172
Delhi Capitals,Chennai Super Kings,Narendra Modi Stadium,13.5,87,2,44,2,154
Gujarat Titans,Punjab Kings,MA Chidambaram Stadium,8.0,52,2,39,1,146
Mumbai Indians,Sunrisers Hyderabad,Arun Jaitley Stadium,18.4,220,3,50,0,231
Mumbai Indians,Kolkata Knight Riders,Rajiv Gandhi International Stadium,15.0,123,2,45,2,161
Kolkata Knight Riders,Rajasthan Royals,M Chinnaswamy Stadium,18.5,108,1,50,1,122
Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,6.4,59,2,53,1,180
Delhi Capitals,Chennai Super Kings,Arun Jaitley Stadium,13.8,70,1,55,1,139
Kolkata Knight Riders,Lucknow Super Giants,Sawai Mansingh Stadium,10.5,77,3,66,1,161
Delhi Capitals,Gujarat Titans,Narendra Modi Stadium,8.5,98,3,65,2,215
Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,14.1,156,3,56,1,218
Rajasthan Royals,Kolkata Knight Riders,Narendra Modi Stadium,18.1,203,3,65,3,217
Gujarat Titans,Chennai Super Kings,Eden Gardens,19.0,156,4,48,0,163
Kolkata Knight Riders,Rajasthan Royals,Narendra Modi Stadium,18.2,91,1,66,1,106
Lucknow Super Giants,Sunrisers Hyderabad,MA Chidambaram Stadium,16.5,101,2,41,0,123
Mumbai Indians,Royal Challengers Bangalore,M Chinnaswamy Stadium,9.9,104,1,27,1,218
